gene.ID,Base.Mean,log2.FC.,StdErr,Wald.Stats,P.value,P.adj,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V16
vnz_04175,79.946852,2.1084499,0.6964158,3.0275734,0.0024653,0.0147374,CP018074.1,987314,987315,TSS_00867,45,+,CP018074.1,Genbank,gene,994750,995976,.,-,.,7435
vnz_04225,168.47385,2.20423,0.4640064,4.7504299,2.03e-06,2.75e-05,CP018074.1,1010489,1010490,TSS_00880,153,-,CP018074.1,Genbank,gene,1008717,1009157,.,+,.,1333
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1106923,1106924,TSS_01104,1359,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,16028
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1093114,1093115,TSS_00951,120,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,2219
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1097160,1097161,TSS_00968,64,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,6265
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1094629,1094630,TSS_00957,42,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,3734
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1106689,1106690,TSS_01099,105,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,15794
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095549,1095550,TSS_00962,1403,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4654
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1093753,1093754,TSS_00955,3526,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,2858
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1100587,1100588,TSS_00977,6992,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,9692
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1106786,1106787,TSS_01100,149,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,15891
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1101181,1101182,TSS_00980,417,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,10286
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095527,1095528,TSS_00960,709,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4632
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095806,1095807,TSS_00966,580,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4911
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095237,1095238,TSS_00958,161,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4342
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095649,1095650,TSS_00964,646,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4754
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1098957,1098958,TSS_00970,37,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,8062
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1100605,1100606,TSS_00979,178,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,9710
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1160287,1160288,TSS_01160,2758,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,1873
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1160023,1160024,TSS_01159,956,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,1609
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1162609,1162610,TSS_01162,143,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,4195
vnz_05070,1858.9915,7.7844349,0.480961,16.185169,6.42e-59,1.51e-55,CP018074.1,1192101,1192102,TSS_01200,72,-,CP018074.1,Genbank,gene,1190203,1190856,.,+,.,1246
vnz_05555,161.10865,2.2378044,0.4811596,4.6508568,3.31e-06,4.29e-05,CP018074.1,1291425,1291426,TSS_01354,26663,+,CP018074.1,Genbank,gene,1292990,1293403,.,-,.,1564
vnz_05555,161.10865,2.2378044,0.4811596,4.6508568,3.31e-06,4.29e-05,CP018074.1,1292039,1292040,TSS_01361,75,+,CP018074.1,Genbank,gene,1292990,1293403,.,-,.,950
vnz_05810,157.99758,2.8581008,0.5427942,5.2655333,1.4e-07,2.31e-06,CP018074.1,1350248,1350249,TSS_01442,2947,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,7977
vnz_05810,157.99758,2.8581008,0.5427942,5.2655333,1.4e-07,2.31e-06,CP018074.1,1346188,1346189,TSS_01435,61,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,3917
vnz_05810,157.99758,2.8581008,0.5427942,5.2655333,1.4e-07,2.31e-06,CP018074.1,1346076,1346077,TSS_01432,278,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,3805
vnz_05810,157.99758,2.8581008,0.5427942,5.2655333,1.4e-07,2.31e-06,CP018074.1,1346431,1346432,TSS_01436,134,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,4160
vnz_06305,60.71725,4.3862924,0.6384025,6.8707317,6.39e-12,1.95e-10,CP018074.1,1452620,1452621,TSS_01964,82,+,CP018074.1,Genbank,gene,1453382,1454311,.,-,.,761
vnz_06305,60.71725,4.3862924,0.6384025,6.8707317,6.39e-12,1.95e-10,CP018074.1,1452036,1452037,TSS_01963,84,+,CP018074.1,Genbank,gene,1453382,1454311,.,-,.,1345
vnz_06305,60.71725,4.3862924,0.6384025,6.8707317,6.39e-12,1.95e-10,CP018074.1,1454248,1454249,TSS_01966,39,+,CP018074.1,Genbank,gene,1453382,1454311,.,-,.,1
vnz_06305,60.71725,4.3862924,0.6384025,6.8707317,6.39e-12,1.95e-10,CP018074.1,1454012,1454013,TSS_01965,33,+,CP018074.1,Genbank,gene,1453382,1454311,.,-,.,1
vnz_06730,91.254693,-2.7471903,0.4232245,-6.4910946,8.52e-11,2.24e-09,CP018074.1,1545397,1545398,TSS_02038,54,-,CP018074.1,Genbank,gene,1545358,1546308,.,+,.,1
vnz_06730,91.254693,-2.7471903,0.4232245,-6.4910946,8.52e-11,2.24e-09,CP018074.1,1546619,1546620,TSS_02039,558,-,CP018074.1,Genbank,gene,1545358,1546308,.,+,.,312
vnz_06985,307.31945,2.9625555,0.3939699,7.5197516,5.49e-14,2.26e-12,CP018074.1,1598411,1598412,TSS_02091,170,+,CP018074.1,Genbank,gene,1599772,1600521,.,-,.,1360
vnz_07025,238.44292,2.1506719,0.4759965,4.5182518,6.24e-06,7.53e-05,CP018074.1,1611340,1611341,TSS_02233,350,-,CP018074.1,Genbank,gene,1609939,1610445,.,+,.,896
vnz_07025,238.44292,2.1506719,0.4759965,4.5182518,6.24e-06,7.53e-05,CP018074.1,1612362,1612363,TSS_02239,2567,-,CP018074.1,Genbank,gene,1609939,1610445,.,+,.,1918
vnz_07025,238.44292,2.1506719,0.4759965,4.5182518,6.24e-06,7.53e-05,CP018074.1,1613770,1613771,TSS_02241,452,-,CP018074.1,Genbank,gene,1609939,1610445,.,+,.,3326
vnz_07025,238.44292,2.1506719,0.4759965,4.5182518,6.24e-06,7.53e-05,CP018074.1,1612834,1612835,TSS_02240,315,-,CP018074.1,Genbank,gene,1609939,1610445,.,+,.,2390
vnz_07105,119.93544,6.7039099,0.8546636,7.8439165,4.37e-15,1.99e-13,CP018074.1,1623563,1623564,TSS_02257,57,+,CP018074.1,Genbank,gene,1625614,1626024,.,-,.,2050
vnz_07145,1433.5743,5.9017889,0.4963372,11.890684,1.32e-32,2.93e-30,CP018074.1,1639202,1639203,TSS_02269,216,+,CP018074.1,Genbank,gene,1640583,1640858,.,-,.,1380
vnz_07145,1433.5743,5.9017889,0.4963372,11.890684,1.32e-32,2.93e-30,CP018074.1,1636034,1636035,TSS_02263,33,+,CP018074.1,Genbank,gene,1640583,1640858,.,-,.,4548
vnz_07255,128.01688,4.7531763,0.6447209,7.372456,1.68e-13,6.31e-12,CP018074.1,1657744,1657745,TSS_02296,2348,+,CP018074.1,Genbank,gene,1661464,1662051,.,-,.,3719
vnz_07255,128.01688,4.7531763,0.6447209,7.372456,1.68e-13,6.31e-12,CP018074.1,1658056,1658057,TSS_02298,124,+,CP018074.1,Genbank,gene,1661464,1662051,.,-,.,3407
vnz_07255,128.01688,4.7531763,0.6447209,7.372456,1.68e-13,6.31e-12,CP018074.1,1658909,1658910,TSS_02299,37,+,CP018074.1,Genbank,gene,1661464,1662051,.,-,.,2554
vnz_07255,128.01688,4.7531763,0.6447209,7.372456,1.68e-13,6.31e-12,CP018074.1,1656693,1656694,TSS_02294,127,+,CP018074.1,Genbank,gene,1661464,1662051,.,-,.,4770
vnz_08025,129.19624,-4.8148561,0.5190533,-9.2762274,1.76e-20,1.24e-18,CP018074.1,1834234,1834235,TSS_02628,36,-,CP018074.1,Genbank,gene,1832675,1833907,.,+,.,328
vnz_08025,129.19624,-4.8148561,0.5190533,-9.2762274,1.76e-20,1.24e-18,CP018074.1,1834863,1834864,TSS_02629,53,-,CP018074.1,Genbank,gene,1832675,1833907,.,+,.,957
vnz_08075,120.27846,-2.3167932,0.4474659,-5.1775859,2.25e-07,3.58e-06,CP018074.1,1842053,1842054,TSS_02649,113,+,CP018074.1,Genbank,gene,1843710,1845122,.,-,.,1656
vnz_08340,232.4499,2.0764948,0.414597,5.0084656,5.49e-07,8.24e-06,CP018074.1,1906559,1906560,TSS_02694,113,-,CP018074.1,Genbank,gene,1901743,1902378,.,+,.,4182
vnz_08340,232.4499,2.0764948,0.414597,5.0084656,5.49e-07,8.24e-06,CP018074.1,1910136,1910137,TSS_02695,671,-,CP018074.1,Genbank,gene,1901743,1902378,.,+,.,7759
vnz_08340,232.4499,2.0764948,0.414597,5.0084656,5.49e-07,8.24e-06,CP018074.1,1904255,1904256,TSS_02692,72,-,CP018074.1,Genbank,gene,1901743,1902378,.,+,.,1878
vnz_08840,109.37468,-4.9490737,0.5318465,-9.3054555,1.33e-20,9.64e-19,CP018074.1,2011550,2011551,TSS_02897,1033,+,CP018074.1,Genbank,gene,2011937,2013256,.,-,.,386
vnz_08840,109.37468,-4.9490737,0.5318465,-9.3054555,1.33e-20,9.64e-19,CP018074.1,2011983,2011984,TSS_02900,88,+,CP018074.1,Genbank,gene,2011937,2013256,.,-,.,1
vnz_08875,539.77033,5.5067304,0.4536481,12.13877,6.58e-34,1.73e-31,CP018074.1,2018896,2018897,TSS_02915,36,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,1046
vnz_08875,539.77033,5.5067304,0.4536481,12.13877,6.58e-34,1.73e-31,CP018074.1,2019360,2019361,TSS_02922,561,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,582
vnz_08875,539.77033,5.5067304,0.4536481,12.13877,6.58e-34,1.73e-31,CP018074.1,2019010,2019011,TSS_02917,57,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,932
vnz_08960,55.020127,3.5693569,0.5182182,6.8877493,5.67e-12,1.74e-10,CP018074.1,2041378,2041379,TSS_02973,1733,-,CP018074.1,Genbank,gene,2040001,2041077,.,+,.,302
vnz_09020,589.63795,-3.2644597,0.310066,-10.528273,6.4e-26,7.08e-24,CP018074.1,2053252,2053253,TSS_02989,159,+,CP018074.1,Genbank,gene,2052497,2054581,.,-,.,1
vnz_09255,261.36114,-2.6440747,0.453737,-5.8273291,5.63e-09,1.18e-07,CP018074.1,2107360,2107361,TSS_03082,35,+,CP018074.1,Genbank,gene,2102767,2108055,.,-,.,1
vnz_09255,261.36114,-2.6440747,0.453737,-5.8273291,5.63e-09,1.18e-07,CP018074.1,2104434,2104435,TSS_03079,31,+,CP018074.1,Genbank,gene,2102767,2108055,.,-,.,1
vnz_09260,89.610511,-3.5900576,0.5406979,-6.639674,3.14e-11,8.73e-10,CP018074.1,2104434,2104435,TSS_03079,31,+,CP018074.1,Genbank,gene,2108135,2109850,.,-,.,3700
vnz_09260,89.610511,-3.5900576,0.5406979,-6.639674,3.14e-11,8.73e-10,CP018074.1,2107360,2107361,TSS_03082,35,+,CP018074.1,Genbank,gene,2108135,2109850,.,-,.,774
vnz_09460,2694.5888,8.2985959,0.4482442,18.513559,1.61e-76,1.14e-72,CP018074.1,2154577,2154578,TSS_03143,36,-,CP018074.1,Genbank,gene,2151181,2151600,.,+,.,2978
vnz_09740,70.023382,4.6813259,0.6800924,6.8833677,5.85e-12,1.79e-10,CP018074.1,2203209,2203210,TSS_03231,121,+,CP018074.1,Genbank,gene,2205319,2206761,.,-,.,2109
vnz_09915,67.002053,-2.2132166,0.4758187,-4.6513863,3.3e-06,4.28e-05,CP018074.1,2238264,2238265,TSS_03278,139,+,CP018074.1,Genbank,gene,2239960,2241429,.,-,.,1695
vnz_09935,154.46576,4.6767927,0.5046237,9.2678813,1.9e-20,1.33e-18,CP018074.1,2243310,2243311,TSS_03294,372,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2411
vnz_09935,154.46576,4.6767927,0.5046237,9.2678813,1.9e-20,1.33e-18,CP018074.1,2243412,2243413,TSS_03297,117,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2309
vnz_09935,154.46576,4.6767927,0.5046237,9.2678813,1.9e-20,1.33e-18,CP018074.1,2243428,2243429,TSS_03298,418,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2293
vnz_09935,154.46576,4.6767927,0.5046237,9.2678813,1.9e-20,1.33e-18,CP018074.1,2243442,2243443,TSS_03301,95,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2279
vnz_10050,76.345473,4.297088,0.636531,6.7507912,1.47e-11,4.23e-10,CP018074.1,2270243,2270244,TSS_03331,47,+,CP018074.1,Genbank,gene,2269011,2271083,.,-,.,1
vnz_10080,95.220081,2.3004769,0.5684961,4.0466012,5.2e-05,0.0005018,CP018074.1,2273556,2273557,TSS_03334,929,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,2360
vnz_10080,95.220081,2.3004769,0.5684961,4.0466012,5.2e-05,0.0005018,CP018074.1,2270243,2270244,TSS_03331,47,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,5673
vnz_10080,95.220081,2.3004769,0.5684961,4.0466012,5.2e-05,0.0005018,CP018074.1,2274391,2274392,TSS_03340,2520,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,1525
vnz_10080,95.220081,2.3004769,0.5684961,4.0466012,5.2e-05,0.0005018,CP018074.1,2271205,2271206,TSS_03332,49,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,4711
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2279202,2279203,TSS_03351,35,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,547
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2280413,2280414,TSS_03353,53,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,1758
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2281976,2281977,TSS_03357,305,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,3321
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2280754,2280755,TSS_03354,87,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,2099
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2282252,2282253,TSS_03359,2409,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,3597
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2282821,2282822,TSS_03361,574,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,4166
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2469129,2469130,TSS_03576,70,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1106
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2469108,2469109,TSS_03574,218,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1085
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2469328,2469329,TSS_03580,45,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1305
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2473807,2473808,TSS_03585,31,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,5784
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2472448,2472449,TSS_03582,778,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,4425
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2473915,2473916,TSS_03586,436,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,5892
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2608075,2608076,TSS_03875,92,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,2792
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2608193,2608194,TSS_03876,189,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,2910
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2606969,2606970,TSS_03868,52,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,1686
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2609866,2609867,TSS_03881,17966,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,4583
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2609839,2609840,TSS_03879,110,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,4556
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2606685,2606686,TSS_03865,4328,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,1402
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2610158,2610159,TSS_03883,276,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,4875
vnz_12095,1375.1245,-3.460004,0.3189841,-10.846947,2.06e-27,2.61e-25,CP018074.1,2686436,2686437,TSS_04002,345,+,CP018074.1,Genbank,gene,2687220,2688689,.,-,.,783
vnz_12335,1527.1317,-2.0107928,0.5727711,-3.5106395,0.000447,0.0033949,CP018074.1,2746494,2746495,TSS_04140,64,-,CP018074.1,Genbank,gene,2736721,2737440,.,+,.,9055
vnz_12335,1527.1317,-2.0107928,0.5727711,-3.5106395,0.000447,0.0033949,CP018074.1,2745254,2745255,TSS_04138,83,-,CP018074.1,Genbank,gene,2736721,2737440,.,+,.,7815
vnz_12335,1527.1317,-2.0107928,0.5727711,-3.5106395,0.000447,0.0033949,CP018074.1,2742858,2742859,TSS_04137,107,-,CP018074.1,Genbank,gene,2736721,2737440,.,+,.,5419
vnz_12550,65.08929,2.1616703,0.4163983,5.1913523,2.09e-07,3.34e-06,CP018074.1,2792145,2792146,TSS_04192,31,+,CP018074.1,Genbank,gene,2792262,2792879,.,-,.,116
vnz_12675,266.31161,2.4287409,0.607099,4.0005679,6.32e-05,0.000602,CP018074.1,2829322,2829323,TSS_04241,157,-,CP018074.1,Genbank,gene,2823453,2825102,.,+,.,4221
vnz_12755,195.52343,5.0996445,0.5627193,9.0625009,1.27e-19,8.68e-18,CP018074.1,2839346,2839347,TSS_04251,864,+,CP018074.1,Genbank,gene,2840121,2841371,.,-,.,774
vnz_13030,229.67661,3.6424382,0.4708517,7.7358495,1.03e-14,4.54e-13,CP018074.1,2896610,2896611,TSS_04331,40,-,CP018074.1,Genbank,gene,2896060,2897358,.,+,.,1
vnz_13045,145.23829,2.3693795,0.585485,4.0468665,5.19e-05,0.0005018,CP018074.1,2902058,2902059,TSS_04342,99,-,CP018074.1,Genbank,gene,2899947,2900420,.,+,.,1639
vnz_13045,145.23829,2.3693795,0.585485,4.0468665,5.19e-05,0.0005018,CP018074.1,2901909,2901910,TSS_04340,125,-,CP018074.1,Genbank,gene,2899947,2900420,.,+,.,1490
vnz_13045,145.23829,2.3693795,0.585485,4.0468665,5.19e-05,0.0005018,CP018074.1,2904975,2904976,TSS_04343,717,-,CP018074.1,Genbank,gene,2899947,2900420,.,+,.,4556
vnz_13045,145.23829,2.3693795,0.585485,4.0468665,5.19e-05,0.0005018,CP018074.1,2901924,2901925,TSS_04341,64,-,CP018074.1,Genbank,gene,2899947,2900420,.,+,.,1505
vnz_13130,139.58825,2.7955357,0.5123946,5.4558259,4.87e-08,8.69e-07,CP018074.1,2915211,2915212,TSS_04362,1433,+,CP018074.1,Genbank,gene,2915576,2916355,.,-,.,364
vnz_13130,139.58825,2.7955357,0.5123946,5.4558259,4.87e-08,8.69e-07,CP018074.1,2915864,2915865,TSS_04365,73,+,CP018074.1,Genbank,gene,2915576,2916355,.,-,.,1
vnz_13130,139.58825,2.7955357,0.5123946,5.4558259,4.87e-08,8.69e-07,CP018074.1,2915191,2915192,TSS_04361,2777,+,CP018074.1,Genbank,gene,2915576,2916355,.,-,.,384
vnz_13385,2072.5125,4.6809392,0.4649715,10.067153,7.72e-24,7.09e-22,CP018074.1,2978998,2978999,TSS_04544,311,-,CP018074.1,Genbank,gene,2975256,2975438,.,+,.,3561
vnz_13385,2072.5125,4.6809392,0.4649715,10.067153,7.72e-24,7.09e-22,CP018074.1,2980937,2980938,TSS_04545,96,-,CP018074.1,Genbank,gene,2975256,2975438,.,+,.,5500
vnz_13385,2072.5125,4.6809392,0.4649715,10.067153,7.72e-24,7.09e-22,CP018074.1,2976325,2976326,TSS_04536,595,-,CP018074.1,Genbank,gene,2975256,2975438,.,+,.,888
vnz_13385,2072.5125,4.6809392,0.4649715,10.067153,7.72e-24,7.09e-22,CP018074.1,2977704,2977705,TSS_04542,6043,-,CP018074.1,Genbank,gene,2975256,2975438,.,+,.,2267
vnz_13675,158.78435,2.9750593,0.429075,6.9336572,4.1e-12,1.28e-10,CP018074.1,3054043,3054044,TSS_04808,157,+,CP018074.1,Genbank,gene,3053600,3055108,.,-,.,1
vnz_13675,158.78435,2.9750593,0.429075,6.9336572,4.1e-12,1.28e-10,CP018074.1,3054049,3054050,TSS_04809,102,+,CP018074.1,Genbank,gene,3053600,3055108,.,-,.,1
vnz_13730,293.5355,4.4405424,0.4478649,9.914914,3.59e-23,3.1e-21,CP018074.1,3067366,3067367,TSS_04827,200,+,CP018074.1,Genbank,gene,3068781,3069719,.,-,.,1414
vnz_13900,177.20227,-4.6701884,0.5584749,-8.3623967,6.15e-17,3.45e-15,CP018074.1,3107508,3107509,TSS_04950,111,-,CP018074.1,Genbank,gene,3105601,3105972,.,+,.,1537
vnz_13900,177.20227,-4.6701884,0.5584749,-8.3623967,6.15e-17,3.45e-15,CP018074.1,3109322,3109323,TSS_04959,11063,-,CP018074.1,Genbank,gene,3105601,3105972,.,+,.,3351
